"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Senna alata (L.) Roxb.","species","Plantae","alien","null","present","Niue","NIU","Senna alata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Ceiba pentandra (L.) Gaertn.","species","Plantae","alien","null","present","Niue","NIU","Ceiba pentandra","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
"Sambucus mexicana Sarg.","species","Plantae","alien","invasive","present","Niue","NIU","Sambucus mexicana","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","[""terrestrial""]",
"Monomorium destructor (Jerdon, 1851)","species","Animalia","alien","null","present","Niue","NIU","Monomorium destructor","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","[""terrestrial""]",
"Stachytarpheta urticifolia Sims","species","Plantae","alien","invasive","present","Niue","NIU","Stachytarpheta urticifolia","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","[""terrestrial""]",
"Syngonium podophyllum Schott","species","Plantae","alien","invasive","present","Niue","NIU","Syngonium podophyllum","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","[""terrestrial""]",
"Ocimum basilicum L.","species","Plantae","alien","null","present","Niue","NIU","Ocimum basilicum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Cuscuta pentagona Engelm.","species","Plantae","alien","invasive","present","Niue","NIU","Cuscuta pentagona","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""host""]",
"Dichanthium annulatum (Forssk.) Stapf","species","Plantae","alien","null","present","Niue","NIU","Dichanthium annulatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Paspalum vaginatum Sw.","species","Plantae","alien","null","present","Niue","NIU","Paspalum vaginatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial"",""brackish""]",
"Falcataria moluccana (Miq.) Barneby & J.W.Grimes","species","Plantae","alien","null","present","Niue","NIU","Falcataria moluccana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Acanthaster planci (Linnaeus, 1758)","species","Animalia","alien","invasive","present","Niue","NIU","Acanthaster planci","Animalia","Echinodermata","Asteroidea","Valvatida","Acanthasteridae","[""marine""]",
