"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat"
"Caesalpinia pulcherrima (L.) Sw.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Caesalpinia pulcherrima","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Hyptis suaveolens (L.) Poit.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Mesosphaerum suaveolens","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]"
"Lantana camara L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Lantana camara","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","[""terrestrial""]"
"Leucaena leucocephala (Lam.) de Wit","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Leucaena leucocephala","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Barleria lupulina Lindl.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Barleria lupulina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]"
"Tarenaya hassleriana (Chodat) Iltis","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Tarenaya hassleriana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Cleomaceae","[""terrestrial""]"
"Acacia mangium Willd.","species","Plantae","alien","invasive","present","Brunei Darussalam","BRN","Acacia mangium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Chromolaena odorata (L.) R.M.King & H.Rob.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Chromolaena odorata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]"
"Bambusa vulgaris Schrad. ex J.C.Wendl.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Bambusa vulgaris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]"
"Barleria cristata L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Barleria cristata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]"
"Kaloula pulchra Gray, 1831","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Kaloula pulchra","Animalia","Chordata","Amphibia","Anura","Microhylidae","[""terrestrial"",""freshwater""]"
"Hyptis brevipes Poit.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Hyptis brevipes","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]"
"Clitoria falcata Lam.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Clitoria falcata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Lutjanus kasmira (Forsskål, 1775)","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Lutjanus kasmira","Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","[""marine""]"
"Senna alata (L.) Roxb.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Senna alata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Ageratina adenophora (Spreng.) R.M.King & H.Rob.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Ageratina adenophora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]"
"Caladium bicolor (Aiton) Vent.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Caladium bicolor","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","[""terrestrial""]"
"Hylarana glandulosa (Boulenger, 1882)","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Hylarana glandulosa","Animalia","Chordata","Amphibia","Anura","Ranidae","[""terrestrial"",""freshwater""]"
"Cuscuta obtusiflora Kunth","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Cuscuta obtusiflora","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""host""]"
"Acacia holosericea G.Don","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Acacia holosericea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Bambusa multiplex (Lour.) Raeusch. ex Schult. & Schult.f.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Bambusa multiplex","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]"
"Sphaeroma terebrans Bate, 1866","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Sphaeroma terebrans","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","[""marine""]"
"Nerium oleander L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Nerium oleander","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]"
"Psidium guajava L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Psidium guajava","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","[""terrestrial""]"
"Spermacoce remota Lam.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Spermacoce remota","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]"
"Cuscuta campestris Yunck.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Cuscuta pentagona","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""host""]"
"Hyptis capitata Jacq.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Hyptis capitata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]"
"Columba livia Gmelin, 1789","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Columba livia","Animalia","Chordata","Aves","Columbiformes","Columbidae","[""terrestrial""]"
